circuit,tournament,country,year,date,gender,match_num,w_player1,w_p1_birthdate,w_p1_age,w_p1_hgt,w_p1_country,w_player2,w_p2_birthdate,w_p2_age,w_p2_hgt,w_p2_country,w_rank,l_player1,l_p1_birthdate,l_p1_age,l_p1_hgt,l_p1_country,l_player2,l_p2_birthdate,l_p2_age,l_p2_hgt,l_p2_country,l_rank,score,duration,bracket,round,w_p1_tot_attacks,w_p1_tot_kills,w_p1_tot_errors,w_p1_tot_hitpct,w_p1_tot_aces,w_p1_tot_serve_errors,w_p1_tot_blocks,w_p1_tot_digs,w_p2_tot_attacks,w_p2_tot_kills,w_p2_tot_errors,w_p2_tot_hitpct,w_p2_tot_aces,w_p2_tot_serve_errors,w_p2_tot_blocks,w_p2_tot_digs,l_p1_tot_attacks,l_p1_tot_kills,l_p1_tot_errors,l_p1_tot_hitpct,l_p1_tot_aces,l_p1_tot_serve_errors,l_p1_tot_blocks,l_p1_tot_digs,l_p2_tot_attacks,l_p2_tot_kills,l_p2_tot_errors,l_p2_tot_hitpct,l_p2_tot_aces,l_p2_tot_serve_errors,l_p2_tot_blocks,l_p2_tot_digs
AVP,Santa Barbara,United States,2002,2002-06-14,M,47,Mark Williams,1979-01-27,23.3785079,79,Australia,Sean Rosenthal,1980-06-19,21.9849418,76,United States,9,Jason Ring,1974-07-21,27.8986995,75,United States,Nick Hannemann,1972-01-12,30.4202601,78,United States,17,"21-19, 21-18",00:44:00,Contender's Bracket,Round 3,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Santa Barbara,United States,2002,2002-06-14,M,48,Brian Soldano,1977-01-26,25.3798768,73,United States,Jake Elliott,1975-09-27,26.7132101,73,United States,14,Andrew Vazquez,1972-04-20,30.1492129,74,United States,Jason Lee,1977-11-17,24.5722108,78,United States,28,"21-18, 21-16",00:41:00,Contender's Bracket,Round 3,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Santa Barbara,United States,2002,2002-06-14,M,49,Aaron Boss,1970-11-30,31.5373032,78,United States,Ian Clark,1970-09-02,31.7809719,78,United States,12,Daniel Cardenas,2067-08-11,34.8418891,77,Cuba,Jim Nichols,2066-11-04,35.6084873,71,United States,13,"21-18, 14-21, 15-11",01:03:00,Contender's Bracket,Round 3,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,6,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,M,50,Chris Makos,1973-04-21,29.1471595,75,United States,Pepe Delahoz,1971-10-22,30.6447639,73,United States,18,Dan Fisher,1976-03-19,26.2368241,78,United States,Matt Riley,1976-08-13,25.83436,NA,United States,24,"21-14, 21-15",00:40:00,Contender's Bracket,Round 3,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,M,51,Mark Williams,1979-01-27,23.3785079,79,Australia,Sean Rosenthal,1980-06-19,21.9849418,76,United States,9,Albert Hannemann,1970-05-04,32.1122519,75,United States,Jeff Nygaard,1972-08-03,29.8617385,80,United States,4,"21-18, 14-21, 15-10",00:48:00,Contender's Bracket,Round 4,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,7,NA,0,NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,0,NA,2,NA
AVP,Santa Barbara,United States,2002,2002-06-14,M,52,Kevin Wong,1972-09-12,29.7522245,79,United States,Stein Metzger,1972-11-17,29.5715264,75,United States,1,Brian Soldano,1977-01-26,25.3798768,73,United States,Jake Elliott,1975-09-27,26.7132101,73,United States,14,"21-9, 21-17",00:41:00,Contender's Bracket,Round 4,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,M,53,Adam Jewell,1975-06-24,26.973306,77,United States,Collin Smith,1975-05-26,27.0527036,76,United States,10,Aaron Boss,1970-11-30,31.5373032,78,United States,Ian Clark,1970-09-02,31.7809719,78,United States,12,"21-19, 22-20",00:40:00,Contender's Bracket,Round 4,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,3,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,M,54,Canyon Ceman,1972-06-21,29.9794661,77,United States,Mike Whitmarsh,NA,NA,79,United States,3,Chris Makos,1973-04-21,29.1471595,75,United States,Pepe Delahoz,1971-10-22,30.6447639,73,United States,18,"23-21, 21-13",00:43:00,Contender's Bracket,Round 4,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,2,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,M,55,Kevin Wong,1972-09-12,29.7522245,79,United States,Stein Metzger,1972-11-17,29.5715264,75,United States,1,Mark Williams,1979-01-27,23.3785079,79,Australia,Sean Rosenthal,1980-06-19,21.9849418,76,United States,9,"21-14, 14-21, 15-5",00:49:00,Contender's Bracket,Round 5,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,M,56,Adam Jewell,1975-06-24,26.973306,77,United States,Collin Smith,1975-05-26,27.0527036,76,United States,10,Canyon Ceman,1972-06-21,29.9794661,77,United States,Mike Whitmarsh,NA,NA,79,United States,3,"18-21, 21-19, 16-14",01:05:00,Contender's Bracket,Round 5,NA,NA,NA,NA,0,NA,5,NA,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,2,NA,10,NA
AVP,Santa Barbara,United States,2002,2002-06-14,M,57,Eduardo Bacil,1971-03-11,31.2607803,74,Brazil,Fred Souza,1972-05-13,30.0862423,79,Brazil,6,Kevin Wong,1972-09-12,29.7522245,79,United States,Stein Metzger,1972-11-17,29.5715264,75,United States,1,"21-19, 21-18",00:45:00,Contender's Bracket,Round 6,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,1,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,M,58,Lee LeGrande,1971-04-23,31.1430527,77,United States,Mike Lambert,1974-04-14,28.1670089,78,United States,8,Adam Jewell,1975-06-24,26.973306,77,United States,Collin Smith,1975-05-26,27.0527036,76,United States,10,"25-23, 21-16",00:45:00,Contender's Bracket,Round 6,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,M,59,Brent Doble,1970-01-03,32.4435318,78,United States,Karch Kiraly,2060-11-03,41.6098563,74,United States,5,Eduardo Bacil,1971-03-11,31.2607803,74,Brazil,Fred Souza,1972-05-13,30.0862423,79,Brazil,6,"14-21, 21-18, 15-9",01:00:00,Semifinals,NA,NA,NA,NA,NA,0,NA,5,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,1,NA,3,NA
AVP,Santa Barbara,United States,2002,2002-06-14,M,60,Dax Holdren,1972-09-04,29.7741273,75,United States,Eric Fonoimoana,1969-06-07,33.0184805,75,United States,2,Lee LeGrande,1971-04-23,31.1430527,77,United States,Mike Lambert,1974-04-14,28.1670089,78,United States,8,"21-19, 21-14",00:41:00,Semifinals,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Santa Barbara,United States,2002,2002-06-14,M,61,Brent Doble,1970-01-03,32.4435318,78,United States,Karch Kiraly,2060-11-03,41.6098563,74,United States,5,Dax Holdren,1972-09-04,29.7741273,75,United States,Eric Fonoimoana,1969-06-07,33.0184805,75,United States,2,"21-12, 21-18",00:50:00,Finals,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,2,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,1,Marla O'Hara,2061-02-22,41.3059548,69,United States,Pat Keller,2068-09-09,33.7604381,70,United States,17,Heidi Ilustre,1977-12-12,24.5037645,70,Philippines,Tanya Fuamatu-Anderson,1974-04-28,28.128679,67,United States,16,"21-10, 21-18",00:40:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,2,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,2,Jennifer Holdren,1971-04-04,31.1950719,69,United States,Stephanie Cox,1970-03-21,32.2327173,66,United States,9,Alicia Zamparelli-Flavia,1974-10-10,27.6769336,68,United States,Nikki Audette,1971-09-29,30.7077344,68,United States,24,"21-14, 21-9",NA,Winner's Bracket,Round 1,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,3,Heather Lowe,1975-04-13,27.1704312,72,United States,Jennifer Kessy,1977-07-31,24.8706366,72,United States,12,Daven Allison,1976-11-13,25.5824778,69,United States,Kim Zuffelato,1971-06-09,31.0143737,71,United States,21,"22-20, 21-18",00:39:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,4,Katie Jameson,1977-12-23,24.4736482,66,United States,Tracy Jones,1981-03-17,21.2429843,66,United States,13,Kerri Eich,1976-02-26,26.2970568,70,United States,Kristin Schritter,2067-04-13,35.1704312,72,United States,20,"21-12, 21-12",00:41:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,5,Liz Pagano,1971-10-27,30.6310746,69,United States,Michelle Hughes,1969-11-07,32.5995893,67,United States,19,Marsha Miller,1969-01-15,33.4099932,73,United States,Rhonda Kottke,2067-11-08,34.5982204,72,United States,14,"21-15, 21-16",00:38:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,1,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,6,Danalee Bragado-Corso,1971-07-09,30.9322382,72,United States,Monique Oliver,2066-12-19,35.4852841,69,England,22,Ali Wood,2067-12-14,34.4996578,72,United States,Cary Wendell,1974-04-04,28.1943874,71,United States,11,"21-15, 21-19",00:44:00,Winner's Bracket,Round 1,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,7,Angie Akers,1976-06-30,25.9548255,72,United States,Jenny Pavley,1976-06-17,25.9904175,68,United States,23,Gracie Santana-Baeni,1970-09-01,31.7837098,71,Switzerland,Lia Young,1972-09-17,29.7385352,67,United States,10,"21-19, 21-18",00:42:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,8,Barbara Khozam,2065-10-29,36.62423,70,United States,Erin Galli,2066-10-20,35.6495551,70,United States,18,Kaili Kimura,1974-07-28,27.8795346,69,United States,Sarah Schroeder,1976-08-01,25.8672142,66,United States,15,"22-20, 19-21, 16-14",00:57:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,5,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,9,Elaine Youngs,1970-02-14,32.3285421,72,United States,Holly McPeak,1969-05-15,33.0814511,67,United States,1,Marla O'Hara,2061-02-22,41.3059548,69,United States,Pat Keller,2068-09-09,33.7604381,70,United States,17,"21-14, 21-13",00:37:00,Winner's Bracket,Round 2,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,10,Nancy Reynolds,1970-11-24,31.5537303,69,United States,Rachel Scott,1975-06-15,26.9979466,68,United States,8,Jennifer Holdren,1971-04-04,31.1950719,69,United States,Stephanie Cox,1970-03-21,32.2327173,66,United States,9,"21-15, 21-16",00:39:00,Winner's Bracket,Round 2,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,11,Carrie Dodd,1974-05-19,28.0711841,72,United States,Leanne McSorley,1973-02-07,29.3470226,68,United States,5,Heather Lowe,1975-04-13,27.1704312,72,United States,Jennifer Kessy,1977-07-31,24.8706366,72,United States,12,"21-17, 21-12",00:31:00,Winner's Bracket,Round 2,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,12,Linda Hanley,2060-06-08,42.0150582,69,United States,Lisa Arce,1969-07-08,32.9336071,71,United States,4,Katie Jameson,1977-12-23,24.4736482,66,United States,Tracy Jones,1981-03-17,21.2429843,66,United States,13,"21-15, 21-14",NA,Winner's Bracket,Round 2,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,13,Annett Davis,1973-09-22,28.7255305,71,United States,Jenny Johnson Jordan,1973-06-08,29.0157426,70,United States,3,Liz Pagano,1971-10-27,30.6310746,69,United States,Michelle Hughes,1969-11-07,32.5995893,67,United States,19,"21-13, 21-12",00:32:00,Winner's Bracket,Round 2,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,14,Jennifer Meredith,1972-11-03,29.6098563,71,United States,Katy Eldridge,1971-10-08,30.6830938,71,United States,6,Danalee Bragado-Corso,1971-07-09,30.9322382,72,United States,Monique Oliver,2066-12-19,35.4852841,69,England,22,"21-11, 21-14",00:39:00,Winner's Bracket,Round 2,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,15,Angie Akers,1976-06-30,25.9548255,72,United States,Jenny Pavley,1976-06-17,25.9904175,68,United States,23,Ashley Bowles,1980-06-03,22.0287474,72,United States,Liz Masakayan,2064-12-31,37.4510609,68,United States,7,"21-12, 21-14",NA,Winner's Bracket,Round 2,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,2,NA,1,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,16,Barbra Fontana,2065-09-08,36.7638604,66,United States,Dianne DeNecochea,2067-11-16,34.5763176,76,United States,2,Barbara Khozam,2065-10-29,36.62423,70,United States,Erin Galli,2066-10-20,35.6495551,70,United States,18,"21-13, 21-10",00:30:00,Winner's Bracket,Round 2,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,7,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,17,Elaine Youngs,1970-02-14,32.3285421,72,United States,Holly McPeak,1969-05-15,33.0814511,67,United States,1,Nancy Reynolds,1970-11-24,31.5537303,69,United States,Rachel Scott,1975-06-15,26.9979466,68,United States,8,"21-14, 18-21, 15-7",00:53:00,Winner's Bracket,Round 3,NA,NA,NA,NA,0,NA,8,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,18,Linda Hanley,2060-06-08,42.0150582,69,United States,Lisa Arce,1969-07-08,32.9336071,71,United States,4,Carrie Dodd,1974-05-19,28.0711841,72,United States,Leanne McSorley,1973-02-07,29.3470226,68,United States,5,"21-17, 21-14",00:34:00,Winner's Bracket,Round 3,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,19,Annett Davis,1973-09-22,28.7255305,71,United States,Jenny Johnson Jordan,1973-06-08,29.0157426,70,United States,3,Jennifer Meredith,1972-11-03,29.6098563,71,United States,Katy Eldridge,1971-10-08,30.6830938,71,United States,6,"21-15, 16-21, 15-13",00:54:00,Winner's Bracket,Round 3,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,4,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,20,Angie Akers,1976-06-30,25.9548255,72,United States,Jenny Pavley,1976-06-17,25.9904175,68,United States,23,Barbra Fontana,2065-09-08,36.7638604,66,United States,Dianne DeNecochea,2067-11-16,34.5763176,76,United States,2,"21-16, 15-21, 20-18",01:00:00,Winner's Bracket,Round 3,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,3,NA,4,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,21,Elaine Youngs,1970-02-14,32.3285421,72,United States,Holly McPeak,1969-05-15,33.0814511,67,United States,1,Linda Hanley,2060-06-08,42.0150582,69,United States,Lisa Arce,1969-07-08,32.9336071,71,United States,4,"21-18, 21-19",00:45:00,Winner's Bracket,Round 4,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,3,NA,1,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,22,Annett Davis,1973-09-22,28.7255305,71,United States,Jenny Johnson Jordan,1973-06-08,29.0157426,70,United States,3,Angie Akers,1976-06-30,25.9548255,72,United States,Jenny Pavley,1976-06-17,25.9904175,68,United States,23,"21-11, 21-16",00:35:00,Winner's Bracket,Round 4,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,23,Heidi Ilustre,1977-12-12,24.5037645,70,Philippines,Tanya Fuamatu-Anderson,1974-04-28,28.128679,67,United States,16,Barbara Khozam,2065-10-29,36.62423,70,United States,Erin Galli,2066-10-20,35.6495551,70,United States,18,"21-13, 16-21, 15-13",00:44:00,Contender's Bracket,Round 1,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,24,Alicia Zamparelli-Flavia,1974-10-10,27.6769336,68,United States,Nikki Audette,1971-09-29,30.7077344,68,United States,24,Ashley Bowles,1980-06-03,22.0287474,72,United States,Liz Masakayan,2064-12-31,37.4510609,68,United States,7,"10-21, 21-17, 15-6",00:52:00,Contender's Bracket,Round 1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,1,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,25,Danalee Bragado-Corso,1971-07-09,30.9322382,72,United States,Monique Oliver,2066-12-19,35.4852841,69,England,22,Daven Allison,1976-11-13,25.5824778,69,United States,Kim Zuffelato,1971-06-09,31.0143737,71,United States,21,"21-16, 19-21, 18-16",01:00:00,Contender's Bracket,Round 1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Santa Barbara,United States,2002,2002-06-14,W,26,Liz Pagano,1971-10-27,30.6310746,69,United States,Michelle Hughes,1969-11-07,32.5995893,67,United States,19,Kerri Eich,1976-02-26,26.2970568,70,United States,Kristin Schritter,2067-04-13,35.1704312,72,United States,20,"21-14, 21-18",00:46:00,Contender's Bracket,Round 1,NA,NA,NA,NA,5,NA,0,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,0,NA,0,NA
FIVB,Klagenfurt,Austria,2009,2009-07-28,M,40,Andy Ces,1982-07-03,27.0691307,77,France,Kevin Ces,1980-07-21,29.0184805,76,France,20,Clemens Doppler,1980-09-06,28.8898015,79,Austria,Matthias Mellitzer,1980-09-09,28.881588,77,Austria,29,"21-15, 21-17",00:51:00,Pool D,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Klagenfurt,Austria,2009,2009-07-28,M,9,Emanuel Rego,1973-04-15,36.2847365,75,Brazil,Ricardo Santos,1975-01-06,34.5571526,79,Brazil,5,Petr Benes,1974-11-27,34.6666667,78,Czech Republic,Premysl Kubala,1973-12-16,35.613963,80,Czech Republic,"28, Q13","21-12, 17-21, 15-8",00:45:00,Pool E,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Klagenfurt,Austria,2009,2009-07-28,M,10,Fabio Luiz Magalhaes,1979-03-13,30.3764545,80,Brazil,Marcio Araujo,1973-10-12,35.7919233,76,Brazil,"12, Q1",Christian Redmann,1982-03-16,27.3675565,74,Canada,Rich VanHuizen,1975-11-25,33.6728268,81,Canada,"21, Q5","21-15, 21-18",00:39:00,Pool E,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Klagenfurt,Austria,2009,2009-07-28,M,25,Emanuel Rego,1973-04-15,36.2847365,75,Brazil,Ricardo Santos,1975-01-06,34.5571526,79,Brazil,5,Christian Redmann,1982-03-16,27.3675565,74,Canada,Rich VanHuizen,1975-11-25,33.6728268,81,Canada,"21, Q5",Forfeit or other,NA,Pool E,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Klagenfurt,Austria,2009,2009-07-28,M,26,Fabio Luiz Magalhaes,1979-03-13,30.3764545,80,Brazil,Marcio Araujo,1973-10-12,35.7919233,76,Brazil,"12, Q1",Petr Benes,1974-11-27,34.6666667,78,Czech Republic,Premysl Kubala,1973-12-16,35.613963,80,Czech Republic,"28, Q13",Forfeit or other,NA,Pool E,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Klagenfurt,Austria,2009,2009-07-28,M,41,Fabio Luiz Magalhaes,1979-03-13,30.3764545,80,Brazil,Marcio Araujo,1973-10-12,35.7919233,76,Brazil,"12, Q1",Emanuel Rego,1973-04-15,36.2847365,75,Brazil,Ricardo Santos,1975-01-06,34.5571526,79,Brazil,5,"21-15, 14-21, 15-13",00:59:00,Pool E,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Klagenfurt,Austria,2009,2009-07-28,M,42,Christian Redmann,1982-03-16,27.3675565,74,Canada,Rich VanHuizen,1975-11-25,33.6728268,81,Canada,"21, Q5",Petr Benes,1974-11-27,34.6666667,78,Czech Republic,Premysl Kubala,1973-12-16,35.613963,80,Czech Republic,"28, Q13","21-19, 21-17",00:39:00,Pool E,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Klagenfurt,Austria,2009,2009-07-28,M,11,David Klemperer,1980-06-22,29.0978782,74,Germany,Eric Koreng,1981-05-16,28.1998631,76,Germany,6,Grzegorz Fijalek,1987-05-11,22.2149213,73,Poland,Mariusz Prudel,1986-01-21,23.5154004,75,Poland,"27, Q9","21-18, 21-14",00:41:00,Pool F,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Klagenfurt,Austria,2009,2009-07-28,M,12,Jialu Li,1985-02-13,24.4517454,76,China,Linyin Xu,1986-03-20,23.3566051,79,China,22,Casey Jennings,1975-07-10,34.0506502,75,United States,Matt Fuerbringer,1974-01-29,35.4934976,80,United States,11,"21-19, 21-16",00:43:00,Pool F,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Klagenfurt,Austria,2009,2009-07-28,M,27,David Klemperer,1980-06-22,29.0978782,74,Germany,Eric Koreng,1981-05-16,28.1998631,76,Germany,6,Jialu Li,1985-02-13,24.4517454,76,China,Linyin Xu,1986-03-20,23.3566051,79,China,22,"21-18, 21-17",00:42:00,Pool F,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
